Subject,hasEmail,hasURL,druh (cs),druh (en),type
349,galbori@seznam.cz,https://www.gotobrno.cz/akce/klub-sebeobrany-brno-sorudo/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
81,obchodni@ndbrno.cz,https://www.gotobrno.cz/akce/black-and-white/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
581,obchodni@ndbrno.cz,https://www.gotobrno.cz/akce/ndb-2-program-6/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
340,obchodni@ndbrno.cz,https://www.gotobrno.cz/akce/johann-strauss-gala/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
85,,https://www.gotobrno.cz/akce/brnenske-vanoce-2/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
1069,info@brusinkabrno.cz,https://www.gotobrno.cz/akce/workshop-aromaterapie-pozvednete-svou-zivotni-pohodu/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
1064,predprodej@filharmonie-brno.cz,https://www.gotobrno.cz/akce/will-vinson-aaron-parks/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
595,,https://www.gotobrno.cz/akce/new-year-eve-2024/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
354,muzeum@avion-hotel.cz,https://www.gotobrno.cz/akce/komentovana-prohlidka-hotelem-avion/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
67,info@vida.cz,https://www.gotobrno.cz/akce/bastlfest-festival-kutilstvi-pro-celou-rodinu-2/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
113,slahar@cfsbrno.cz,https://www.gotobrno.cz/akce/ceska-mse-vanocni-ceskeho-filharmonickeho-sboru-brno/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
235,,https://www.gotobrno.cz/akce/fungami-adamovia-anami-bernard-maucta/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
599,,https://www.gotobrno.cz/akce/noc-kostelu/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
478,muzeum@malymehrin.cz,https://www.gotobrno.cz/akce/maly-mehrin-3d-expozice/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
359,,https://www.gotobrno.cz/akce/komentovana-prohlidka-ve-stale-expozici-svet-nerostu/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
239,predprodej@filharmonie-brno.cz,https://www.gotobrno.cz/akce/georges-a-maurice-aneb-carmen-a-matka-husa-rodinne-abonma/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
118,,https://www.gotobrno.cz/akce/chorvatske-vytvarne-umeni-20-a-21-stoleti-ve-sbirkach-varazdinskeho-mestskeho-muzea/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
590,bazmekentertainment@gmail.com,https://www.gotobrno.cz/akce/neco-krasneho-work-in-progress/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
72,obchodni@ndbrno.cz,https://www.gotobrno.cz/akce/bdeni/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
230,info@narvani.cz,https://www.gotobrno.cz/akce/forever-narvan/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
473,creatis@seznam.cz,https://www.gotobrno.cz/akce/malba-akrylem-a-olejem-pro-zacatecniky-a-mirne-pokrocile/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
1059,klub@alterna.cz,https://www.gotobrno.cz/akce/whyohwhy/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
166,companyklement@gmail.com,https://www.gotobrno.cz/akce/daniel-hulka-recital-2/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
12,kruzek@kruzek.cz,https://www.gotobrno.cz/akce/73-slovacky-ples/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
289,predprodej@filharmonie-brno.cz,https://www.gotobrno.cz/akce/jacky-terrasson-moving-on/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
17,info@brnokoncert.cz,https://www.gotobrno.cz/akce/adventni-gospely-se-stellou-jones-the-christmas-singers/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
280,klub@alterna.cz,https://www.gotobrno.cz/akce/ida-the-young-neue-welt/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
162,obchodni@ndbrno.cz,https://www.gotobrno.cz/akce/dalibor/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
285,obchodni@ndbrno.cz,https://www.gotobrno.cz/akce/improvozovna/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
1007,,https://www.gotobrno.cz/akce/velvet-suicide-the-legendary-pink-dots-nl-uk/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
1003,info@filharmonie-brno.cz,https://www.gotobrno.cz/akce/velikonocni-festival-duchovni-hudby/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
298,info@globart.cz,https://www.gotobrno.cz/akce/james-bond-v-kostele/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
171,info@zportugalska.cz,https://www.gotobrno.cz/akce/degustace-portskych-vin-2/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
294,obchodni@ndbrno.cz,https://www.gotobrno.cz/akce/jakobin/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
176,info@brusinkabrno.cz,https://www.gotobrno.cz/akce/den-improvizace-v-multilingvalnim-hereckem-studiu/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
1030,pr@fleda.cz,https://www.gotobrno.cz/akce/vitalic-live-fr-2/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
267,predprodej@mdb.cz,https://www.gotobrno.cz/akce/hra-ktera-se-zvrtla/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
146,obchodni@ndbrno.cz,https://www.gotobrno.cz/akce/cosi-fan-tutte/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
388,brno@europe-direct.cz,https://www.gotobrno.cz/akce/kouzlo-evropskych-vanoc-objevte-svatecni-zvyky/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
35,obchodni@ndbrno.cz,https://www.gotobrno.cz/akce/antigona-v-novem-yorku/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
39,panenska@ticbrno.cz,https://www.gotobrno.cz/akce/autenticke-prohlidky-2023-brnenske-betlemy/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
383,spilberk@muzeumbrna.cz,https://www.gotobrno.cz/akce/kontury/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
142,obchodni@ndbrno.cz,https://www.gotobrno.cz/akce/coco-chanel/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
263,obchodni@ndbrno.cz,https://www.gotobrno.cz/akce/hotel-strindberg/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
1025,dominika.telling@gmail.com,https://www.gotobrno.cz/akce/vikendova-dilna-vypraveni/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
1021,obchodni@ndbrno.cz,https://www.gotobrno.cz/akce/vesela-vdova/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
397,obchodni@ndbrno.cz,https://www.gotobrno.cz/akce/krasna-anne-marie/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
21,,https://www.gotobrno.cz/akce/adventni-navsteva-expozice-vita-christi-s-pripominkou-narozeni-jezise-krista/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
276,,https://www.gotobrno.cz/akce/hrozny-hnevu-tour-reznik-desade-dj-flux/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
158,,https://www.gotobrno.cz/akce/dalek/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
26,info@brusinkabrno.cz,https://www.gotobrno.cz/akce/akvarelovy-workshop-s-vinem/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
150,,https://www.gotobrno.cz/akce/cyanide-pills-uk-nasty-rumours-ch-lidske-zdroje-at-cz/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
272,obchodni@ndbrno.cz,https://www.gotobrno.cz/akce/hrdza-slovensko/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
393,obchodni@ndbrno.cz,https://www.gotobrno.cz/akce/kral-roger/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
154,obchodni@ndbrno.cz,https://www.gotobrno.cz/akce/cyrano-z-bergeracu-2/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
31,obchodni@ndbrno.cz,https://www.gotobrno.cz/akce/alcina/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
1016,galeri@g13.cz,https://www.gotobrno.cz/akce/vernisaz-vanocni-doteky-salon-vytvarniku-2024/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
1011,info@mysteryroom.cz,https://www.gotobrno.cz/akce/venkovni-unikova-hra-pro-deti-mysterovi-v-brne/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
189,,https://www.gotobrno.cz/akce/divadelni-svet-brno/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
181,,https://www.gotobrno.cz/akce/deskovy-statek-2/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
185,,https://www.gotobrno.cz/akce/deskovy-statek-3/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
194,,https://www.gotobrno.cz/akce/dny-elektronove-mikrospopie/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
198,obchodni@ndbrno.cz,https://www.gotobrno.cz/akce/don-quijote-5/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
1093,obchodni@ndbrno.cz,https://www.gotobrno.cz/akce/ztizena-moznost-soustredeni/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
99,spilberk@muzeumbrna.cz,https://www.gotobrno.cz/akce/brno-nostalgicke-obraz-mesta-v-promenach-staleti/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
1089,,https://www.gotobrno.cz/akce/zkameneliny-v-legendach-a-mytech/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
1084,jiri.hejduk@luzanky.cz,https://www.gotobrno.cz/akce/zivy-betlem-v-kurimi/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
89,panenska@ticbrno.cz,https://www.gotobrno.cz/akce/brno-a-jeho-chramy-zanikle-sakralni-stavby-v-brne-prednaska/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
94,brnoartweek@gmail.com,https://www.gotobrno.cz/akce/brno-art-week-2025/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
1079,predprodej@filharmonie-brno.cz,https://www.gotobrno.cz/akce/yazz-ahmed-ralph-wyld/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",VCard
