Subject,predicate11,predicate13,predicate19,predicate16,predicate12,predicate15,predicate1,predicate18,predicate4,predicate9,predicate7,predicate8,predicate21,predicate17,predicate5,predicate6,predicate2,predicate10,predicate14,predicate20,predicate3,predicate22
http://example.org/resource/subject96227,,,,,,,,,,,,,,http://example.org/resource/object5039,,,,,,,,
http://example.org/resource/subject7998,http://example.org/resource/object20632,,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject69339,,,,,,,,,http://example.org/resource/object86330,,,,,http://example.org/resource/object64623,,,,,,,,
http://example.org/resource/subject45332,,,,,,,,,http://example.org/resource/object78167,,,,,,,,,,,,,
http://example.org/resource/subject79326,,,,,,,,,,,,,,http://example.org/resource/object44222,,,,,,,,
http://example.org/resource/subject82347,,,,,,,,,http://example.org/resource/object61306,,,,,,,,,,,,,
http://example.org/resource/subject4457,,,,,,,,,http://example.org/resource/object40103,,,,http://example.org/resource/object68169,,,,,,,,,
http://example.org/resource/subject188,,,,,,,,,,,,http://example.org/resource/object94166,,http://example.org/resource/object77887,,,,,,,,
http://example.org/resource/subject91430,,,,,,,,http://example.org/resource/object77765,,,,,,,,,,,,,,
http://example.org/resource/subject98067,,,,,,,,http://example.org/resource/object69136,,,,,,,http://example.org/resource/object69590,,,,,,,
http://example.org/resource/subject51204,,,,,,,,,,,,,,http://example.org/resource/object93246,,,,,,,,
http://example.org/resource/subject60807,,http://example.org/resource/object64724,,http://example.org/resource/object58016,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject24316,,,,,,,,,http://example.org/resource/object58113,,,,,,,,,,,,,
http://example.org/resource/subject46009,http://example.org/resource/object84242,,,,,,,,,,,,,,,,http://example.org/resource/object74403,,,,,
http://example.org/resource/subject95458,,http://example.org/resource/object70588,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject96032,,http://example.org/resource/object2197,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject16961,,http://example.org/resource/object50700,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject61173,,http://example.org/resource/object81286,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject37617,,,,,,,,http://example.org/resource/object77273,,,,,,,,,,,,,,
http://example.org/resource/subject32218,,,,,,,,http://example.org/resource/object8249,,,,,,,,,,,,,,
http://example.org/resource/subject63963,,http://example.org/resource/object27844,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject7024,,http://example.org/resource/object9428,,,,,,,,,,,,,,,,,,,http://example.org/resource/object59948,
http://example.org/resource/subject17258,,,,,,,,http://example.org/resource/object93218,,,,,,,,http://example.org/resource/object10234,,,,,,
http://example.org/resource/subject9244,,,,,,,,http://example.org/resource/object16839,,,,,,,,,,,,,,
http://example.org/resource/subject55607,,,,,,,,,http://example.org/resource/object97957,,,,,,,,,,,,,
http://example.org/resource/subject90814,,,,,http://example.org/resource/object48927,,,,"http://example.org/resource/object29799,http://example.org/resource/object85153",,,,,,,,,,,,,
http://example.org/resource/subject43984,,,,,,,,http://example.org/resource/object30512,,,,,,,,,,,,,,
http://example.org/resource/subject49996,,http://example.org/resource/object83969,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject46366,,,,,,,,,http://example.org/resource/object84063,,,,,,,,,,,,,
http://example.org/resource/subject4777,,http://example.org/resource/object58344,,,,,,,,,,,,,http://example.org/resource/object8571,,,,,,,
http://example.org/resource/subject45272,,http://example.org/resource/object1315,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject97863,,,,,,,,,http://example.org/resource/object46955,,http://example.org/resource/object70135,,,,,,,,,,,
http://example.org/resource/subject29655,,,,,,,,http://example.org/resource/object75056,,,,,,,,,,,,,,
http://example.org/resource/subject4410,,,,,,,,http://example.org/resource/object34441,,,,,,,,,,,,,,
http://example.org/resource/subject54078,,http://example.org/resource/object61333,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject50203,,,,,,,,http://example.org/resource/object38516,,,,,,,,,,,,,,
http://example.org/resource/subject83946,,,,,,,,http://example.org/resource/object35236,,,,,,,,,,,,,,
http://example.org/resource/subject36653,,http://example.org/resource/object65635,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject37367,,,,,,,,http://example.org/resource/object52957,,,,,,,,,,,,,,
http://example.org/resource/subject38511,,http://example.org/resource/object27762,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject29840,,,,,,,,,http://example.org/resource/object82410,,,,,,,,,,,,,
http://example.org/resource/subject26819,,,,,,,,,http://example.org/resource/object21631,,,,,,,,,,,,,
http://example.org/resource/subject6060,,,,,,,,,http://example.org/resource/object12803,,,,,,,,,,,,,
http://example.org/resource/subject80957,http://example.org/resource/object58123,"http://example.org/resource/object2444,http://example.org/resource/object62243",,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject86930,,http://example.org/resource/object80104,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject30224,,,,,,,,http://example.org/resource/object43390,,,,,,,,,,,,,,
http://example.org/resource/subject73022,,http://example.org/resource/object26687,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject79414,,,,,,,,,http://example.org/resource/object85420,,,,,,,,,,,,,
http://example.org/resource/subject12179,,,,,http://example.org/resource/object10272,,,,http://example.org/resource/object93139,,,,,,,,,,,,,
http://example.org/resource/subject19525,,,,,,,,,http://example.org/resource/object55735,http://example.org/resource/object58476,,,,,,,,,,,,
http://example.org/resource/subject92422,,,,,,,,,http://example.org/resource/object57654,,,,,,,,,,,,,
http://example.org/resource/subject7479,,,,,,,,,http://example.org/resource/object22509,,,,,,,,,,,,,
http://example.org/resource/subject60877,,,,,,,,,http://example.org/resource/object62846,,,,,,,,,,,,,
http://example.org/resource/subject27718,,http://example.org/resource/object99213,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject53322,,http://example.org/resource/object29790,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject34943,,http://example.org/resource/object98130,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject85781,,,,,,,,,http://example.org/resource/object13178,,,,,,,,,,,,,
http://example.org/resource/subject97024,,http://example.org/resource/object49573,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject21225,,,,,,,,,http://example.org/resource/object11220,,,,,,,,,,,,,
http://example.org/resource/subject80382,,,,,,,,,http://example.org/resource/object67879,,,,,,,,,,,,,
http://example.org/resource/subject79169,,http://example.org/resource/object82864,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject74473,,http://example.org/resource/object24250,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject41472,,"http://example.org/resource/object6462,http://example.org/resource/object12547",,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject99986,,http://example.org/resource/object23891,,,,,,,,,,,http://example.org/resource/object9248,,,,,,,,,
http://example.org/resource/subject88316,,http://example.org/resource/object75978,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject25665,,http://example.org/resource/object69613,http://example.org/resource/object35201,,,,,,,,,,,,,http://example.org/resource/object67608,,,,,,
http://example.org/resource/subject54773,,http://example.org/resource/object45376,,,,,,,,,http://example.org/resource/object96666,,,,,,,,,,,
http://example.org/resource/subject56631,,http://example.org/resource/object98073,,,,,,,,,,,,,,,,,,,,
http://example.org/resource/subject85499,,http://example.org/resource/object12837,,,,,,,,,,,,,,,,,,,,
